2023-05-07T20:21:50.751Z | C6c6I | desmond | 0
2023-05-07T20:26:41.458Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:41.567Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:41.552Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:41.550Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:41.661Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:41.668Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:41.721Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:41.580Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:41.752Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:41.760Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:41.902Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:42.182Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:42.504Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:42.520Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:42.383Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:42.315Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:42.517Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:42.562Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:42.461Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:42.520Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:42.428Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:42.631Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:42.564Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:42.569Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:42.733Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:42.813Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:42.837Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:42.881Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:42.885Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:42.916Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:43.187Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:43.316Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:43.386Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:43.434Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:43.465Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:43.509Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:43.520Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:43.526Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:43.528Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:43.563Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:43.566Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:43.579Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:43.633Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:43.739Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:43.815Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:43.863Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:43.883Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:43.890Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:43.918Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:44.192Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:44.319Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:44.391Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:44.436Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:44.467Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:44.511Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:44.524Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:44.528Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:44.530Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:44.566Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:44.569Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:44.582Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:44.634Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:44.741Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:44.817Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:44.865Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:44.885Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:44.896Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:44.930Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:45.194Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:45.323Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:45.393Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:45.445Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:45.469Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:45.513Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:45.527Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:45.531Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:45.530Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:45.568Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:45.573Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:45.584Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:45.637Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:45.743Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:45.818Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:45.867Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:45.886Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:45.898Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:45.932Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:46.195Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:46.324Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:46.394Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:46.448Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:46.473Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:46.514Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:46.531Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:46.532Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:46.529Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:46.570Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:46.576Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:46.586Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:46.640Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:46.744Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:46.819Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:46.869Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:46.887Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:46.901Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:46.934Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:47.196Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:47.326Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:47.395Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:47.450Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:47.476Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:47.515Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:47.531Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:47.532Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:47.534Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:47.577Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:47.578Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:47.590Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:47.642Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:47.746Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:47.823Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:47.870Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:47.889Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:47.902Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:47.936Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:48.198Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:48.326Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:48.396Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:48.451Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:48.478Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:48.518Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:48.532Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:48.535Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:48.535Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:48.581Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:48.579Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:48.591Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:48.644Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:48.748Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:48.824Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:48.873Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:48.891Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:48.903Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:48.939Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:49.200Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:49.329Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:49.398Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:49.452Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:49.480Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:49.520Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:49.533Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:49.536Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:49.537Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:49.581Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:49.581Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:49.592Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:49.647Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:49.749Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:49.826Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:49.875Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:49.892Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:49.906Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:49.942Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:50.201Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:50.331Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:50.399Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:50.456Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:50.482Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:50.524Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:50.534Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:50.539Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:50.540Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:50.582Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:50.583Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:50.593Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:50.648Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:50.750Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:50.827Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:50.876Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:50.894Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:50.909Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:50.944Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:51.202Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:51.333Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:51.400Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:51.458Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:51.484Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:51.526Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:51.536Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:51.541Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:51.542Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:51.584Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:51.585Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:51.594Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:51.650Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:51.751Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:51.829Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:51.878Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:51.896Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:51.910Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:51.946Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:52.203Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:52.334Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:52.402Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:52.460Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:52.486Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:52.528Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:52.544Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:52.543Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:52.540Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:52.586Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:52.589Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:52.596Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:52.651Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:52.752Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:52.830Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:52.880Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:52.898Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:52.912Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:52.947Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:53.206Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:53.336Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:53.403Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:53.462Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:53.491Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:53.529Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:53.542Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:53.546Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:53.545Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:53.590Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:53.597Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:53.589Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:53.652Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:53.755Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:53.832Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:53.881Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:53.900Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:53.913Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:53.948Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:54.208Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:54.339Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:54.407Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:54.463Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:54.493Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:54.530Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:54.544Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:54.547Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:54.548Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:54.591Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:54.591Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:54.598Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:54.653Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:54.758Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:54.834Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:54.884Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:54.901Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:54.916Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:54.950Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:55.210Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:55.341Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:55.409Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:55.465Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:55.494Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:55.531Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:55.546Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:55.548Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:55.550Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:55.592Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:55.594Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:55.600Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:55.656Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:55.760Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:55.835Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:55.886Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:55.903Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:55.918Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:55.951Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:56.211Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:56.342Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:56.412Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:56.466Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:56.495Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:56.533Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:56.548Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:56.550Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:56.553Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:56.595Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:56.595Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:56.601Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:56.658Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:56.762Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:56.839Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:56.887Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:56.906Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:56.920Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:56.953Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:57.213Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:57.344Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:57.414Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:57.469Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:57.497Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:57.535Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:57.549Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:57.552Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:57.557Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:57.596Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:57.596Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:57.602Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:57.659Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:57.763Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:57.840Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:57.890Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:57.908Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:57.920Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:57.956Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:58.216Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:58.345Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:58.416Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:58.470Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:58.499Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:58.553Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:58.538Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:58.559Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:58.551Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:58.597Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:58.597Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:58.605Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:58.661Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:58.765Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:58.841Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:58.892Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:58.909Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:58.924Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:58.959Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:26:59.217Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:26:59.346Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:26:59.419Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:26:59.473Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:26:59.500Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:26:59.542Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:26:59.553Z | Fjfnu | user12 | 0.0015167774710194023
2023-05-07T20:26:59.556Z | Fjfnu | user3 | 0.00006182315622173715
2023-05-07T20:26:59.561Z | Fjfnu | user11 | 0.002946992528790101
2023-05-07T20:26:59.599Z | Fjfnu | user14 | 0.002267385486352441
2023-05-07T20:26:59.607Z | Fjfnu | user9 | 0.0012201856027100452
2023-05-07T20:26:59.600Z | Fjfnu | user5 | 5203949.26701288
2023-05-07T20:26:59.662Z | Fjfnu | user6 | 0.00017298927377227787
2023-05-07T20:26:59.766Z | Fjfnu | mansi | 0.00003397985117770441
2023-05-07T20:26:59.842Z | Fjfnu | user8 | 0.00008345875742076631
2023-05-07T20:26:59.893Z | Fjfnu | user17 | 0.0014673230780218461
2023-05-07T20:26:59.912Z | Fjfnu | user0 | 0.0018782659449664556
2023-05-07T20:26:59.926Z | Fjfnu | user2 | 0.0000340016307491213
2023-05-07T20:26:59.961Z | Fjfnu | user10 | 0.0015445713255900038
2023-05-07T20:27:00.219Z | Fjfnu | user13 | 0.0018132913010556295
2023-05-07T20:27:00.348Z | Fjfnu | user1 | 0.0020604235485109225
2023-05-07T20:27:00.422Z | Fjfnu | user18 | 0.0016743334043143603
2023-05-07T20:27:00.475Z | Fjfnu | user7 | 0.0017978419687333348
2023-05-07T20:27:00.502Z | Fjfnu | user19 | 0.00012356334978338385
2023-05-07T20:27:00.543Z | Fjfnu | user4 | 0.0018966946244087922
2023-05-07T20:27:00.557Z | Fjfnu | user12 | 0.0015167774710194023
